 TIME                                    Q_HP                                     P_HP                                     COP_HP                                   T_w_i_HP                                 T_w_o_HP                                 m_w_i_HP                                 T_amb                                    F_Q_in                                   F_Q_out                                  m_w_o_HP                                 CS                                       T_thermostat                            
  +6.3950000000000003E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.9200930981387366E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +3.2207500000000003E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1216871710331574E+01
  +6.4000000000000000E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.9186800486001616E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +3.2202500000000001E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1207946955779462E+01
  +6.4049999999999997E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.9172676569969227E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +3.2180000000000000E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1199018914713790E+01
  +6.4099999999999994E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.9158548712164240E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +3.2140000000000008E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1190082356335481E+01
  +6.4150000000000006E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.9144411656776413E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +3.2099999999999994E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1181134669344523E+01
  +6.4200000000000003E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.9130265402451414E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +3.2059999999999995E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1172175858922593E+01
  +6.4250000000000000E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.9116109947860757E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +3.2020000000000003E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1163205930237176E+01
  +6.4299999999999997E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.9101945291701718E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +3.1980000000000004E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1154224888441675E+01
  +6.4349999999999994E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.9087771432697139E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +3.1940000000000005E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1145232738675510E+01
  +6.4400000000000006E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.9073588369595349E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +3.1899999999999995E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1136229486064188E+01
  +6.4450000000000003E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.9059396101169959E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +3.1859999999999999E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1127215135719453E+01
  +6.4500000000000000E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.9045194626219796E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +3.1820000000000000E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1118189692739335E+01
  +6.4549999999999997E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.9030983943568735E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +3.1780000000000001E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1109153162208266E+01
  +6.4599999999999994E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.9016764052065575E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +3.1740000000000006E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1100105549197167E+01
  +6.4650000000000006E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.9002534950583893E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +3.1699999999999996E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1091046858763548E+01
  +6.4700000000000003E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.8988296638021936E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +3.1659999999999997E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1081977095951615E+01
  +6.4750000000000000E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.8974049113302478E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +3.1620000000000001E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1072896265792316E+01
  +6.4799999999999997E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.8959792375372693E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +3.1580000000000002E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1063804373303505E+01
  +6.4849999999999994E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.8945526423204008E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +3.1540000000000006E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1054701423489966E+01
  +6.4900000000000006E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.8931251255791999E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +3.1499999999999996E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1045587421343548E+01
  +6.4950000000000003E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.8916966872156266E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +3.1459999999999997E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1036462371843243E+01
  +6.5000000000000000E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.8902673271340277E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +3.1420000000000002E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1027326279955247E+01
  +6.5049999999999997E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.8806502798642825E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +3.1375000000000000E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1017710629047833E+01
  +6.5099999999999994E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.8547819169514298E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +3.1325000000000006E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1007147607205582E+01
  +6.5150000000000006E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.8129906064227541E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +3.1274999999999995E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.0995620037597753E+01
  +6.5200000000000003E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.7557913590376685E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +3.1225000000000001E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.0983097266999863E+01
  +6.5250000000000000E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.6838751776888742E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +3.1175000000000001E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.0969528184932685E+01
  +6.5299999999999997E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.5980952302972241E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +3.1125000000000000E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.0954829496462246E+01
  +6.5349999999999994E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.4994500821045307E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +3.1075000000000006E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.0938864491892829E+01
  +6.5400000000000006E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.3890644603458185E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +3.1024999999999995E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.0921415816633804E+01
  +6.5450000000000003E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.2681681708349188E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +3.0975000000000001E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.0902144556979955E+01
  +6.5500000000000000E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.1380734789550885E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +3.0925000000000001E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.0880534179749880E+01
  +6.5549999999999997E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.0001515640471311E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +3.0875000000000000E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.0855826353045195E+01
  +6.5599999999999994E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +4.8558088239522668E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +3.0825000000000006E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.0826945994678070E+01
  +6.5650000000000006E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +4.7064634658429455E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +3.0774999999999995E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.0792420280019535E+01
  +6.5700000000000003E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +4.5535229338174986E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +3.0725000000000001E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.0750296699120028E+01
  +6.5750000000000000E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +4.3983626557295807E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +3.0675000000000001E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.0698066382495369E+01
  +6.5799999999999997E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +4.2423065340722680E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +3.0625000000000000E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.0632599670591084E+01
  +6.5849999999999994E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +4.0866097884914481E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +3.0575000000000006E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.0550101290476107E+01
  +6.5900000000000006E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +3.9324440789705264E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +3.0524999999999995E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.0446092009939363E+01
  +6.5950000000000003E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +3.7808848510159734E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +3.0475000000000001E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.0315422586978933E+01
  +6.6000000000000000E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +3.6329014444152023E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +3.0425000000000001E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.0152324547280976E+01
  +6.6049999999999997E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +3.4949719015896513E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +3.0367500000000007E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.9959798549732028E+01
  +6.6099999999999994E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +3.3718468285916870E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +3.0302500000000009E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.9744252752398410E+01
  +6.6150000000000006E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +3.2617772840578752E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +3.0237499999999997E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.9507497072466784E+01
  +6.6200000000000003E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +3.1632467332145676E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +3.0172499999999999E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.9251786022155109E+01
  +6.6250000000000000E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +3.0749378291001531E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +3.0107500000000002E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.8979684579434256E+01
  +6.6299999999999997E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +2.9957043728272364E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +3.0042500000000008E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.8693952269348991E+01
  +6.6349999999999994E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +2.9245475508150541E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.9977500000000010E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.8397445783301819E+01
  +6.6400000000000006E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +2.8605957882102537E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.9912499999999994E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.8093039831185088E+01
  +6.6450000000000003E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +2.8030875791376566E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.9847499999999997E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.7783564670008118E+01
  +6.6500000000000000E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +2.7513568323378095E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.9782499999999999E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.7471758424155787E+01
  +6.6549999999999997E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +2.7054131386224157E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.9717500000000008E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.7164220869166193E+01
  +6.6599999999999994E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +2.6652390098112171E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.9652500000000011E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.6867710362280171E+01
  +6.6650000000000006E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +2.6302503820625752E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.9587499999999995E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.6585332227782182E+01
  +6.6700000000000003E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +2.5999510333277673E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.9522499999999997E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.6319852950157021E+01
  +6.6750000000000000E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +2.5739209005677544E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.9457500000000000E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.6073705844537514E+01
  +6.6799999999999997E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +2.5518063953928262E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.9392500000000009E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.5849005691688973E+01
  +6.6849999999999994E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +2.5333124124660941E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.9327500000000011E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +5.5647568575737196E+01
  +6.6900000000000006E+01   +1.6981695356420190E+04   +3.1974246625032256E+03   +5.3110539978705731E+00   +2.6326852161330883E+01   +6.3000000000000000E+01   +1.1071683126394777E+02   +2.9262499999999996E+01   +9.0021709904687175E-01   +8.8223488336720490E-01   +1.1077862809974047E+02   +1.0000000000000000E+00   +5.5775084278531523E+01
  +6.6950000000000003E+01   +1.6742772455269831E+04   +3.2477748344784090E+03   +5.1551517527480399E+00   +2.8425111777887402E+01   +6.3000000000000000E+01   +1.1584198394874696E+02   +2.9197499999999998E+01   +8.8755155085187831E-01   +8.5633750045648516E-01   +1.1584830405407558E+02   +1.0000000000000000E+00   +5.6208807894477587E+01
  +6.7000000000000000E+01   +1.6495569942694390E+04   +3.3014926331603242E+03   +4.9963975224003123E+00   +3.0561854893877658E+01   +6.3000000000000000E+01   +1.2164755510129604E+02   +2.9132500000000000E+01   +8.7444709195792991E-01   +8.2996636584722805E-01   +1.2165623228481951E+02   +1.0000000000000000E+00   +5.6648432816185050E+01
  +6.7049999999999997E+01   +1.6241247182607349E+04   +3.3587669449535797E+03   +4.8354789459663206E+00   +3.2731775726205399E+01   +6.3000000000000000E+01   +1.2835802413701850E+02   +2.9070000000000007E+01   +8.6096518143592815E-01   +8.0323570531002009E-01   +1.2836760358431061E+02   +1.0000000000000000E+00   +5.7080810167793921E+01
  +6.7099999999999994E+01   +1.5981409256076950E+04   +3.4197075919974059E+03   +4.6733261497283927E+00   +3.4922879177311103E+01   +6.3000000000000000E+01   +1.3615790637106852E+02   +2.9010000000000009E+01   +8.4719090628058469E-01   +7.7630002487182614E-01   +1.3617125720835088E+02   +1.0000000000000000E+00   +5.7495843767169390E+01
  +6.7150000000000006E+01   +1.5242279319188716E+04   +3.4202316877705807E+03   +4.4565048127195626E+00   +3.7096652033006166E+01   +6.3000000000000000E+01   +1.4076686594590265E+02   +2.8949999999999996E+01   +8.0800886976191244E-01   +7.4028319148165500E-01   +1.4077219948797293E+02   +1.0000000000000000E+00   +5.7884982155740424E+01
  +6.7200000000000003E+01   +1.4506814284147207E+04   +3.4186257120057553E+03   +4.2434636501266132E+00   +3.9217344757216061E+01   +6.3000000000000000E+01   +1.4591953679833117E+02   +2.8890000000000001E+01   +7.6902111345139990E-01   +7.0489429404096571E-01   +1.4592661758285831E+02   +1.0000000000000000E+00   +5.8242161612844910E+01
  +6.7250000000000000E+01   +1.3793488958133346E+04   +3.4172769943639655E+03   +4.0363975876567579E+00   +4.1282252601719804E+01   +6.3000000000000000E+01   +1.5193374871479938E+02   +2.8830000000000002E+01   +7.3120700583828169E-01   +6.7049793814896319E-01   +1.5194348122252671E+02   +1.0000000000000000E+00   +5.8568968817642457E+01
  +6.7299999999999997E+01   +1.3102726360599456E+04   +3.4162210666627002E+03   +3.8354444174707281E+00   +4.3289741197917074E+01   +6.3000000000000000E+01   +1.5902118468973248E+02   +2.8770000000000007E+01   +6.9458897161786770E-01   +6.3711701286889177E-01   +1.5903472455553975E+02   +1.0000000000000000E+00   +5.8867664109429754E+01
  +6.7349999999999994E+01   +1.2435088322678503E+04   +3.4154986319317454E+03   +3.6407825975604546E+00   +4.5237777295016805E+01   +6.3000000000000000E+01   +1.6746517428068634E+02   +2.8710000000000008E+01   +6.5919679403511999E-01   +6.0478116238545765E-01   +1.6748428323408783E+02   +1.0000000000000000E+00   +5.9141021995335073E+01
  +6.7400000000000006E+01   +1.1791332665792093E+04   +3.4151562611978488E+03   +3.4526479676044803E+00   +4.7123730580317392E+01   +6.3000000000000000E+01   +1.7765185491389937E+02   +2.8649999999999995E+01   +6.2507064598134510E-01   +5.7352956272499678E-01   +1.7767927865886352E+02   +1.0000000000000000E+00   +5.9392460404457104E+01
  +6.7450000000000003E+01   +1.1172494690699108E+04   +3.4152470445286722E+03   +3.2713575924391982E+00   +4.8944124547607196E+01   +6.3000000000000000E+01   +1.9011780532889901E+02   +2.8590000000000000E+01   +5.9226540981229370E-01   +5.4341488246498315E-01   +1.9015792512825720E+02   +1.0000000000000000E+00   +5.9626199038180893E+01
  +6.7500000000000000E+01   +1.0579990000984064E+04   +3.4158309796431267E+03   +3.0973399218091067E+00   +5.0694319424847613E+01   +6.3000000000000000E+01   +2.0562452318914660E+02   +2.8530000000000001E+01   +5.6085612812680574E-01   +5.1450829265932008E-01   +2.0568450372792927E+02   +1.0000000000000000E+00   +5.9847456811076434E+01
  +6.7549999999999997E+01   +1.0137599999610047E+04   +3.4173950346979145E+03   +2.9664699441944005E+00   +5.2357296797779952E+01   +6.3000000000000000E+01   +2.2775407547251618E+02   +2.8470000000000006E+01   +5.3740458013199999E-01   +4.9276909372000011E-01   +2.2787930075232262E+02   +1.0000000000000000E+00   +6.0063314960140701E+01
  +6.7599999999999994E+01   +1.0134767212801346E+04   +3.4206744807387599E+03   +2.9627978130632009E+00   +5.3951616165884445E+01   +6.3000000000000000E+01   +2.6793011435706859E+02   +2.8410000000000011E+01   +5.3725441119600004E-01   +4.9215910516000017E-01   +2.6795636704182971E+02   +1.0000000000000000E+00   +6.0288419426920363E+01
  +6.7650000000000006E+01   +1.0131934425992640E+04   +3.4239620660455830E+03   +2.9591256819319995E+00   +5.5490175881979980E+01   +6.3000000000000000E+01   +3.2270806699564645E+02   +2.8349999999999994E+01   +5.3710424225999998E-01   +4.9154911659999995E-01   +3.2276276796681793E+02   +1.0000000000000000E+00   +6.0539885130125782E+01
  +6.7700000000000003E+01   +1.0129101639183937E+04   +3.4272578209573308E+03   +2.9554535508008000E+00   +5.6948264921925855E+01   +6.3000000000000000E+01   +4.0029361992790166E+02   +2.8289999999999999E+01   +5.3695407332400003E-01   +4.9093912804000001E-01   +4.0041574939607409E+02   +1.0000000000000000E+00   +6.0835611800291872E+01
  +6.7750000000000000E+01   +1.0126268852375231E+04   +3.4305617759639231E+03   +2.9517814196696004E+00   +5.8300743587237911E+01   +6.3000000000000000E+01   +5.1520826594948142E+02   +2.8230000000000004E+01   +5.3680390438799996E-01   +4.9032913948000006E-01   +5.1551274682760572E+02   +1.0000000000000000E+00   +6.1196866904547548E+01
  +6.7799999999999997E+01   +1.0123436065566528E+04   +3.4338739617071933E+03   +2.9481092885384004E+00   +5.9539385919380614E+01   +6.3000000000000000E+01   +6.9964380380402099E+02   +2.8170000000000005E+01   +5.3665373545200001E-01   +4.8971915092000007E-01   +6.9982945481395370E+02   +1.0000000000000000E+00   +6.1640050480476148E+01
  +6.7849999999999994E+01   +1.0120603278757826E+04   +3.4371944089818312E+03   +2.9444371574072004E+00   +6.0713542900652449E+01   +6.3000000000000000E+01   +1.0584155997062392E+03   +2.8110000000000010E+01   +5.3650356651600006E-01   +4.8910916236000013E-01   +1.0589063805362821E+03   +1.0000000000000000E+00   +6.2158850320098878E+01
  +6.7900000000000006E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1099270856857721E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.8049999999999997E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.2338775083402744E+01
  +6.7950000000000003E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1080218154770350E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.7989999999999998E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.2328402034400590E+01
